docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,lineage_path,retry_source,match_stage,is_disambiguation,label_similarity,match_score
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Fault scarp,fault scarp,Q475080,,fault scarp,context,context,no,90.9,114.5
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Marginal scarp,,,,,,none,no,0,0
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Neotectonics,neotectonics,Q2497922,,neotectonics > branch of geology > branch of science > field of study,context,context,no,91.7,114
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",GIS,,,,,,none,no,0,0
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",SRTM DEM,,,,,,none,no,0,0
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",Structural geomorphology,,,,,,none,no,0,0
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",Morphotectonic studies,,,,,,none,no,0,0
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",Neotectonics,neotectonics,Q2497922,,neotectonics > branch of geology > branch of science > field of study,context,context,no,91.7,111
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Denudation rates,,,,,,none,no,0,0
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Marginal scarp,,,,,,none,no,0,0
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Morphostratigraphy,,,,,,none,no,0,0
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Paleolandforms,,,,,,none,no,0,0
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Passive margin,passive margin,Q1918464,,passive margin,exact_label,exact_label,no,100,50
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Glocose oxidase,,,,,,none,no,0,0
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Amperometric biosensor,,,,,,none,no,0,0
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Collagen,collagen,Q26868,,collagen > cellular component > component > part,context,context,no,87.5,106.5
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Biosensors,Biosensors,Q27724883,,Biosensors > scientific journal > trade magazine > magazine,context,context,no,100,110
1083004,Electrochemical biosensors: Recommended definitions and classification (Technical Report),Electrochemical biosensor,Electrochemical biosensors,Q37737104,,Electrochemical biosensors > scholarly article > scientific publication > publication,context,context,no,98,61.8
1083004,Electrochemical biosensors: Recommended definitions and classification (Technical Report),Classification,classification,Q5128386,,classification,context,context,no,92.9,109.7
1083004,Electrochemical biosensors: Recommended definitions and classification (Technical Report),Definition,Definition,Q16247949,,Definition > extended play > release group > group,context,context,no,100,113
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Electrochemical biosensor,Electrochemical biosensors,Q37737104,,Electrochemical biosensors > scholarly article > scientific publication > publication,context,context,no,98,59.8
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Implantable sensor,Implantable sensor,Q124665234,,Implantable sensor > United States patent > patent > intellectual property,context,context,no,100,112
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Glucose,glucose,Q37525,,glucose > group of isomeric entities > group of chemical entities > group or class of chemical entities,context,context,no,85.7,103.4
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Glucose oxidase,Glucose oxidase,Q61497978,,Glucose oxidase > protein > biopolymer > polymer,context,context,no,100,111
1083014,A glucose electrode using high-stability glucose-oxidase collagen membranes,Electrochemical biosensor,Electrochemical biosensors,Q37737104,,Electrochemical biosensors > scholarly article > scientific publication > publication,context,context,no,98,58.8
1083014,A glucose electrode using high-stability glucose-oxidase collagen membranes,Glucose,glucose,Q37525,,glucose > group of isomeric entities > group of chemical entities > group or class of chemical entities,context,context,no,85.7,104.4
1083014,A glucose electrode using high-stability glucose-oxidase collagen membranes,Glucose oxidase,Glucose oxidase,Q61497978,,Glucose oxidase > protein > biopolymer > polymer,context,context,no,100,111
1083157,From Alchemy to modern Chemistry: the concept of Chemical binding,Chemistry history,,,,,,none,no,0,0
1083157,From Alchemy to modern Chemistry: the concept of Chemical binding,Chemical bond concepts,,,,,,none,no,0,0
1083160,Is C2 a nucleophilic or an electrophilic system?,Long range interactions,,,,,,none,no,0,0
1083160,Is C2 a nucleophilic or an electrophilic system?,Potential energy functions,Potential energy functions,Q40467193,,Potential energy functions > scholarly article > scientific publication > publication,context,context,no,100,110
1083743,"Optimization of the optical particle properties for a high temperature solar particle receiver,",Solar particle receiver,,,,,,none,no,0,0
1083743,"Optimization of the optical particle properties for a high temperature solar particle receiver,",Receiver efficiency,,,,,,none,no,0,0
1083743,"Optimization of the optical particle properties for a high temperature solar particle receiver,",High temperature,High Temperature,Q15751150,,High Temperature > scientific journal > trade magazine > magazine,context,context,no,93.8,108.2
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Control,control in organization management,Q55608371,,control in organization management > type of regulation and control > type > class,context,context,no,100,119
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Instrumentation,Instrumentation,Q28471383,,Instrumentation > painting > two-dimensional visual artwork > visual artwork,context,context,no,100,111
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Waste water treatment plant,Waste Water Treatment Plant,Q116719041,,Waste Water Treatment Plant > photovoltaic power station > solar power plant > power station,exact_label,exact_label,no,100,50
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Oxygen,Oxygen,Q15618,,Oxygen > film > audiovisual work > creative work,context,context,no,100,112
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Activated sludge,activated sludge,Q815353,,activated sludge,context,context,no,93.8,108.2
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Redox potential,redox potential,Q1640043,,redox potential,exact_label,exact_label,no,100,50
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Mathematical morphology,mathematical morphology,Q530242,,mathematical morphology,context,context,no,95.7,113.4
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Segmentation,Segmentation,Q25393586,,Segmentation,context,context,no,100,111
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Antiextensive filtering,,,,,,none,no,0,0
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Hierarchical image representation,,,,,,none,no,0,0
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Connected operators,,,,,,none,no,0,0
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Impact,Impact,Q3796750,,Impact > musical group > musical ensemble > music organization,context,context,no,100,113
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Heavy metals,Heavy Metals,Q134653555,,Heavy Metals > organization > person or organization > being,context,context,no,91.7,107
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Pollution,Pollution,Q50812160,,Pollution > academic journal > trade magazine > magazine,context,context,no,100,113
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Storm sewer overflow,,,,,,none,no,0,0
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Combined sewer overflow,combined sewer overflow,Q1938730,,combined sewer overflow,context,context,no,95.7,111.4
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Detention pond,,,,,,none,no,0,0
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Sediment,Sediment,Q22250634,,Sediment > drawing > two-dimensional visual artwork > visual artwork,context,context,no,100,111
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Speciation,speciation,Q39350,,speciation,context,context,no,90,107
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Glucose sensor,Glucose sensor,Q126364723,,Glucose sensor > United States patent > patent > intellectual property,context,context,no,100,112
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Calcium,Calcium,Q3461363,,Calcium > census-designated place in the United States > unincorporated community in the United States > unincorporated area,context,context,no,100,112
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Hydrogen peroxide,hydrogen peroxide,Q171877,119510333,hydrogen peroxide > type of chemical entity > chemical entity > ordinary matter,context,context,no,94.1,108.5
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Koutecky-Levich plots,,,,,,none,no,0,0
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Platinum,Platinum,Q929074,,Platinum > album > release group > group,context,context,no,100,112
1084678,Electrochemical biosensors: recommended definitions and classification,Electrochemical biosensor,Electrochemical biosensors,Q37737104,,Electrochemical biosensors > scholarly article > scientific publication > publication,context,context,no,98,61.8
1084678,Electrochemical biosensors: recommended definitions and classification,Definition,Definition,Q16247949,,Definition > extended play > release group > group,context,context,no,100,113
1084678,Electrochemical biosensors: recommended definitions and classification,Single use biosensor,,,,,,none,no,0,0
1084678,Electrochemical biosensors: recommended definitions and classification,Calibration characteristics,,,,,,none,no,0,0
1084678,Electrochemical biosensors: recommended definitions and classification,Performance criteria,Performance Criteria,Q134702323,,Performance Criteria > literary work > written work > intellectual work,exact_label,exact_label,no,100,50
1084678,Electrochemical biosensors: recommended definitions and classification,Analytes,,,,,,none,no,0,0
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Cr,,,,,,none,no,0,0
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Cu,,,,,,none,no,0,0
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Cd,,,,,,none,no,0,0
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Zn,Jinyea,Q50109116,,Jinyea > human > mammal > vertebrate,exact_label,exact_label,no,100,50
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Hg,,,,,,none,no,0,0
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Pb,,,,,,none,no,0,0
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Heavy metals,Heavy Metals,Q134653555,,Heavy Metals > organization > person or organization > being,context,context,no,91.7,107
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Budget,budget,Q41263,,budget > field of study > knowledge system > conceptual system,context,context,no,83.3,103
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Seine,Seine,Q1471,119582905,Seine > main stem > river > stream,context,context,no,100,113
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",River,River,Q1189823,,River > single > release group > group,context,context,no,100,115
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Ni,Ni,Q6854084,,Ni > family name > surname > anthroponym,context,context,no,100,111
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Anthropogenic impacts,,,,,,none,no,0,0
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Sampling procedures,,,,,,none,no,0,0
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Atmospheric fallout,,,,,,none,no,0,0
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Trace elements,Trace Elements,Q110629618,,Trace Elements > literary work > written work > intellectual work,exact_label,exact_label,no,100,50
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Vibronic states,,,,,,none,no,0,0
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Spin–orbit coupling,,,,,,none,no,0,0
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,MRCI+Q,,,,,,none,no,0,0
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Stable dication,,,,,,none,no,0,0
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,CaO,Cao,Q710706,,Cao > Chinese family name > surname from a specific origin > surname,exact_label,exact_label,no,100,50
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Calcium monoxide,,,,,,none,no,0,0
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,SILANE-GRAFTED POLYPROPYLENE,,,,,,none,no,0,0
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,GAS BARRIER PROPERTIES,,,,,,none,no,0,0
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,MECHANICAL-PROPERTIES,,,,,,none,no,0,0
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,CLAY NANOCOMPOSITES,,,,,,none,no,0,0
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,CARBON NANOTUBES,,,,,,none,no,0,0
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,POLYMER,Polymer,Q3395619,,Polymer > scientific journal > trade magazine > magazine,exact_label,exact_label,no,100,50
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,COMPOSITES,Composites,Q96331417,,Composites > scientific journal > trade magazine > magazine,exact_label,exact_label,no,100,50
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,BLENDS,,,,,,none,no,0,0
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,NANOPARTICLES,Nanoparticles,Q24851989,,Nanoparticles > scholarly chapter > chapter > part of a work,exact_label,exact_label,no,100,50
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,CRYSTALLIZATION,crystallization,Q284256,119788740,crystallization,exact_label,exact_label,no,100,50
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Cosmochemistry,cosmochemistry,Q911801,,cosmochemistry > branch of chemistry > branch of science > field of study,context,context,no,92.9,115.7
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Organic chemistry,Organic chemistry,Q65589063,,Organic chemistry > literary work > written work > intellectual work,context,context,no,100,111
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Solar nebula,Solar Nebula,Q3400,,Solar Nebula > molecular cloud > interstellar cloud > astronomical object,exact_label,exact_label,no,100,50
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Comets,Comets,Q87282694,,Comets > radio series episode > episode > broadcasting program,context,context,no,100,113
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Interplanetary dust,Interplanetary dust cloud,Q71915916,,Interplanetary dust cloud > scholarly article > scientific publication > publication,context,context,no,86.4,54.8
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Speedup factor,,,,,,none,no,0,0
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Global EDF scheduling,,,,,,none,no,0,0
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Directed Acyclic Graphs,Directed Acyclic Graphs,Q58438463,,Directed Acyclic Graphs > scholarly article > scientific publication > publication,context,context,no,100,112
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Parallel tasks,,,,,,none,no,0,0
1090627,A Stretching Algorithm for Parallel Real-time DAG Tasks on Multiprocessor Systems,Real-time scheduling,Real-time scheduling theory and Ada,Q56171482,,Real-time scheduling theory and Ada > scholarly article > scientific publication > publication,context,context,no,72.7,46.6
1090755,Discrete curvature: theory and applications,Digital geometry,Digital geometry,Q60574858,,Digital geometry > scholarly article > scientific publication > publication,context,context,no,100,110
1090755,Discrete curvature: theory and applications,Integrable theory,,,,,,none,no,0,0
1090755,Discrete curvature: theory and applications,Laplace-Beltrami operator,,,,,,none,no,0,0
1090755,Discrete curvature: theory and applications,Optimal transport,optimal transport,Q1280998,,optimal transport > mathematical concept > concept > abstract entity,context,context,no,94.1,106.5
1090755,Discrete curvature: theory and applications,Geometry,Geometry,Q50811419,,Geometry > academic journal > trade magazine > magazine,context,context,no,100,113
1090755,Discrete curvature: theory and applications,Discrete calculus,,,,,,none,no,0,0
1090755,Discrete curvature: theory and applications,Discrete curvature,,,,,,none,no,0,0
1092881,Cicero as User and Critic of Traditional Rhetorical Patterns: Structural Authority from De inuentione to De oratore,Rhetoric,Rhetoric,Q1896045,12207608w,Rhetoric > written work > intellectual work > work,context,context,no,100,111
1092881,Cicero as User and Critic of Traditional Rhetorical Patterns: Structural Authority from De inuentione to De oratore,Oratory,Oratory,Q12108390,,Oratory > painting > two-dimensional visual artwork > visual artwork,context,context,no,100,110
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,Gold clusters,,,,,,none,no,0,0
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,Biomolecules,Biomolecules,Q23929963,,Biomolecules > scientific journal > trade magazine > magazine,context,context,no,100,111
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,NBO AIM,,,,,,none,no,0,0
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,Ab initio,ab initio,Q46310,,ab initio > Latin phrase > phrase > constituent,context,context,no,88.9,106.3
1094204,Role of size and shape selectivity in interaction between gold nanoclusters and imidazole: a theoretical study,TDDFT,,,,,,none,no,0,0
1095274,OptiDis: A parallel Fast Multipole Dislocation Dynamics code,Dislocation Dynamics Simulations,,,,,,none,no,0,0
1095274,OptiDis: A parallel Fast Multipole Dislocation Dynamics code,Fast Multipole Method,Fast multipole method,Q5437040,,Fast multipole method,context,context,no,90.5,107.3
1095274,OptiDis: A parallel Fast Multipole Dislocation Dynamics code,Fast Fourier Transform,fast Fourier transform,Q623950,,fast Fourier transform,context,context,no,72.7,97.6
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Spherical harmonics,,,,,,none,no,0,0
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Stroh formalism,,,,,,none,no,0,0
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Anisotropic elasticity,,,,,,none,no,0,0
1095322,OptiDis: Toward fast anisotropic dislocation dynamics based on Stroh formalism,Dislocation Dynamics Simulations,,,,,,none,no,0,0
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,SPME,,,,,,none,yes,0,0
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,KDOM partition coefficient,,,,,,none,no,0,0
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,Dissolved organic matter,dissolved organic matter,Q120758545,,dissolved organic matter > substance > entity,context,context,no,95.8,111.5
1095426,Partitioning of the pesticide trifluralin between dissolved organic matter and water using automated SPME-GC/MS,Trifluralin,Trifluralin,Q67909434,,Trifluralin > scholarly article > scientific publication > publication,context,context,no,100,112
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Cu,,,,,,none,no,0,0
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Zn,Jinyea,Q50109116,,Jinyea > human > mammal > vertebrate,exact_label,exact_label,no,100,50
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Cr,,,,,,none,no,0,0
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Contamination,Contamination,Q67178298,,Contamination > television series episode > episode > broadcasting program,context,context,no,100,114
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Hg,,,,,,none,no,0,0
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Pb,,,,,,none,no,0,0
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Cd,,,,,,none,no,0,0
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Seine River,Seine River,Q3477924,,Seine River > river > stream > watercourse,context,context,no,100,114
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",DPSIR,DPSIR,Q1154930,,DPSIR > scientific model > conceptual model > knowledge organization system,context,context,no,100,116
1096239,"Historical perspective of heavy metals contamination (Cd, Cr, Cu, Hg, Pb, Zn) in the Seine River basin (France) following a DPSIR approach (1950-2005).",Heavy metals,Heavy Metals,Q134653555,,Heavy Metals > organization > person or organization > being,context,context,no,91.7,107
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,University,university,Q3918,11933731d,university > type of educational institution > type > class,context,context,no,90,106
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,Academics' values,,,,,,none,no,0,0
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,Performance,Performance,Q3899828,,Performance > album > release group > group,context,context,no,100,112
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,Publicness,,,,,,none,no,0,0
1096583,Academics’ values in French universities. Is commitment to performance compatible with commitment to university ‘publicness’?,Higher education,higher education,Q136822,,higher education > educational stage > rank > class,exact_label,exact_label,no,100,50
1100173,Itô SDE-based generator for a class of non-Gaussian vector-valued random fields in uncertainty quantification,Random field,random field,Q5361768,,random field,exact_label,exact_label,no,100,50
1100173,Itô SDE-based generator for a class of non-Gaussian vector-valued random fields in uncertainty quantification,Itô stochastic differential equation,,,,,,none,no,0,0
1100173,Itô SDE-based generator for a class of non-Gaussian vector-valued random fields in uncertainty quantification,Adaptive algorithm,adaptive algorithm,Q1988072,,adaptive algorithm,context,context,no,94.4,111.7
1100173,Itô SDE-based generator for a class of non-Gaussian vector-valued random fields in uncertainty quantification,Uncertainty quantification,uncertainty quantification,Q7882499,,uncertainty quantification,exact_label,exact_label,no,100,50
1105959,Polynomial chaos expansion of a multimodal random vector,Random vector,,,,,,none,no,0,0
1105959,Polynomial chaos expansion of a multimodal random vector,High dimension,High Dimension,Q135022631,,High Dimension > video game > electronic game > game,exact_label,exact_label,no,100,50
1105959,Polynomial chaos expansion of a multimodal random vector,Polynomial chaos,polynomial chaos,Q17147719,,polynomial chaos,exact_label,exact_label,no,100,50
1105959,Polynomial chaos expansion of a multimodal random vector,Multimodal probability distribution,,,,,,none,no,0,0
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Semi-partitioned scheduling,,,,,,none,no,0,0
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Multiprocessor,MC#,Q4043398,,MC# > concurrent programming language > programming language > computer language,context,context,no,80,50
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Real-time,real-time,Q347066,,real-time > quality > property > abstract entity,context,context,no,88.9,107.3
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Portioned scheduling,,,,,,none,no,0,0
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,EDF,EDF1,Q18033241,,EDF1 > gene > nucleic acid sequence > primary structure,context,context,no,85.7,53.4
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Performance evaluation,Performance Evaluation,Q7168203,,Performance Evaluation > scientific journal > trade magazine > magazine,exact_label,exact_label,no,100,50
1107668,Job vs. portioned partitioning for the earliest deadline ﬁrst semi-partitioned scheduling,Deadline assignment,,,,,,none,no,0,0
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",A Rare-earth intermetallics,,,,,,none,no,0,0
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",B Magnetic property,,,,,,none,no,0,0
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",C Mechanical alloying and milling,,,,,,none,no,0,0
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",F Diffrac-tion,,,,,,none,no,0,0
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",Electron microscopy transmission,Electron microscopy transmission and scanning,Q39515406,,Electron microscopy transmission and scanning > scholarly article > scientific publication > publication,context,context,no,83.1,55.9
1111761,"Correlation between the nanocrystalline Sm(Fe,Mo)12 and its out of equilibrium phase Sm(Fe,Mo)10",G Magnetic application,,,,,,none,no,0,0
1111801,An incremental–iterative method for modeling damage evolution in voxel-based microstructure models,Incremental–iterative scheme · Lippmann–Schwinger equation · Tensile damage · Heterogeneous materials · Tomographic microstructures,,,,,,none,no,0,0
1118014,What drives personnel out of public organizations?,Perceived superior support,,,,,,none,no,0,0
1118014,What drives personnel out of public organizations?,Organizational commitment,organizational commitment,Q267236,,organizational commitment,exact_label,exact_label,no,100,50
1118014,What drives personnel out of public organizations?,Public service motivation,Public Service Motivation,Q7257614,,Public Service Motivation,exact_label,exact_label,no,100,50
1118014,What drives personnel out of public organizations?,Intention to quit,,,,,,none,no,0,0
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Operatives,,Q2026588,,Q2026588,context,context,no,76.9,47.2
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Public service motivation,Public Service Motivation,Q7257614,,Public Service Motivation,exact_label,exact_label,no,100,50
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Human resources management,Human resources management,Q84532485,,Human resources management > scholarly article > scientific publication > publication,context,context,no,100,114
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Measurement scale of public service motivation,,,,,,none,no,0,0
1118026,All motivated by public service? The links between hierarchical position and public service motivation,Managers,Managers,Q114513068,,Managers > television series episode > episode > broadcasting program,context,context,no,100,111
1118039,Engagement,Identité,Identité,Q54754579,344172242,Identité > magazine > periodical > serial,context,context,no,100,110
1118039,Engagement,Implication,implication,Q12767426,,implication > lexeme > word or phrase > form,context,context,no,90.9,104.5
1118039,Engagement,Motivation,Motivation,Q1134755,,Motivation > single > release group > group,context,context,no,100,110
