kw,qid,label,mode,exact_label,exact_alias,ctx,sl_log1p,p31_cnt,p279_cnt,ctx_p31,ctx_p279,alias_inv,y
heavy metals,Q66663828,Heavy metals surveillance in Michigan: seventh annual report (January 2012 - December 2013),none,0,0,2.4,0,1,0,19.1,0,1,0
heavy metals,Q66671211,Heavy metals surveillance in Michigan residents: third annual report (January 2008 - December 2008),none,0,0,2.4,0,1,0,19.1,0,1,0
heavy metals,Q66637638,Heavy metals surveillance in Michigan: ninth annual report (January 2015 - December 2016),none,0,0,2.4,0,1,0,19.1,0,1,0
heavy metals,Q105789,heavy metal,label,1,0,2.4,4.01,0,2,0,40.2,0.167,1
heavy metals,Q19904193,toxic heavy metal,none,0,0,2.4,2.3,0,1,0,19.7,0.222,0
heavy metals,Q56816954,heavy metal band,none,0,0,1.6,0,1,1,23.7,11.7,0.4,0
heavy metals,Q24779831,"Heavy metal-associated domain, HMA",none,0,0,0.8,0,1,1,25.1,25.1,0.5,0
heavy metals,Q83147117,"Heavy metal-associated domain, HMA, protein family",none,0,0,0.8,0,1,0,23.6,0,0.667,0
heavy metals,Q24771352,"Heavy-metal-associated, conserved site",none,0,0,0,0,1,0,19.9,0,0.5,0
heavy metals,Q95351097,"Heavy-metal-associated, conserved site, protein family",none,0,0,0,0,1,0,23.6,0,0.667,0
heavy metals,Q24740078,Heavy metal sensor kinase,none,0,0,1.6,0,2,2,29.3,31.4,0.5,0
heavy metals,Q24723806,"Heavy metal-associated domain, copper ion-binding",none,0,0,1.6,0,1,1,25.1,14.5,0.5,0
heavy metals,Q83134480,"Heavy metal-associated domain, copper ion-binding domain, protein family",none,0,0,0.8,0,1,2,23.6,14.1,0.667,0
heavy metals,Q3022365,Heavy Metal,label,1,0,1.6,1.95,1,0,30.3,0,0.667,0
heavy metals,Q3129144,Heavy Metal,label,1,0,1.6,0.69,1,0,16.7,0,1,0
heavy metals,Q67200504,heavy metal singer,none,0,0,1.6,0,2,2,30.8,21.6,0.5,0
heavy metals,Q56736780,Heavy Metal,label,1,0,1.6,0,1,0,15,0,1,0
heavy metals,Q67200506,metal musician,none,0,0,1.6,0.69,2,1,30.8,13,0.5,0
heavy metals,Q1451483,heavy metal subculture,none,0,0,1.6,3.4,1,1,19.1,20.4,0.222,0
heavy metals,Q5695123,Heavy Metal,label,1,0,1.6,0.69,1,1,20.1,14.6,1,0
heavy metals,Q5695115,Heavy Metal,label,1,0,1.6,0.69,1,0,14.5,0,1,0
heavy metals,Q24783420,Heavy-metal resistance protein,none,0,0,0.8,0,1,1,22.1,25.2,0.5,0
heavy metals,Q111450726,heavy metal label,none,0,0,1.6,0,1,0,13.9,0,0.5,0
heavy metals,Q1029000,list of heavy metal genres,none,0,0,1.6,2.94,1,0,17.3,0,0.333,0
heavy metals,Q67893090,heavy metal drummer,none,0,0,1.6,0,2,2,30.8,22.4,1,0
heavy metals,Q84488218,heavy metal bass guitarist,none,0,0,1.6,0,2,2,30.8,23.3,1,0
heavy metals,Q29719625,Hmt-1,none,0,0,1.6,0,1,0,15.4,0,0.222,0
heavy metals,Q29707136,hmt-1,none,0,0,1.6,0,1,0,15.4,0,0.333,0
budget,Q41263,budget,label,1,0,1.6,4.45,2,1,38.2,19.4,0.4,1
budget,Q271855,government budget,alias,0,1,0.8,3.87,0,2,0,31.3,0.154,0
budget,Q191891,fiscal year,none,0,0,0.8,3.97,2,2,16.7,42.3,0.286,0
budget,Q105737223,budget appropriation,none,0,0,0.8,0,0,1,0,26,1,0
budget,Q1125239,budget management department,none,0,0,0.8,0.69,0,4,0,35.1,1,0
budget,Q190915,low-cost airline,none,0,0,0.8,4.03,0,1,0,22.6,0.133,0
budget,Q105737247,budgetary adjustment,none,0,0,0.8,0,0,1,0,25.6,1,0
budget,Q27998498,budget,label,1,0,0.8,0.69,0,0,0,0,1,0
budget,Q2927543,budget of France,none,0,0,0.8,1.1,0,1,0,25.6,0.286,0
budget,Q1001388,budget label,none,0,0,0.8,0.69,1,1,13.9,27.3,0.667,0
budget,Q55096558,Minister of Budget,none,0,0,0.8,0,1,2,30,29.7,0.4,0
budget,Q4101457,budget institution,none,0,0,0.8,1.39,3,2,24,42.2,0.333,0
budget,Q1591160,Budget Committee,none,0,0,0.8,1.1,1,0,10.8,0,1,0
budget,Q2221598,Budget Forklifts,none,0,0,0.8,1.95,2,0,27.7,0,0.667,0
budget,Q1130259,budget of the European Union,none,0,0,0.8,3.22,1,0,25.6,0,0.182,0
budget,Q56758803,Budget Savings (Omnibus) Act 2016,none,0,0,0.8,0,1,0,18.7,0,1,0
budget,Q3646467,budget range,none,0,0,1.6,0.69,0,1,0,18.7,0.667,0
budget,Q1591200,budget law,none,0,0,0.8,1.39,1,1,28.1,24,1,0
budget,Q97088404,Budget Cuts,none,0,0,0.8,0,1,0,18.9,0,1,0
budget,Q4985048,Budgett,none,0,0,0,1.39,1,0,26,0,1,0
budget,Q4985026,Budget Responsibility and National Audit Act 2011,none,0,0,0.8,0.69,1,0,21.3,0,0.5,0
budget,Q585409,budgeting,none,0,0,0.8,2.3,0,1,0,11.3,1,0
budget,Q1365464,no frills,none,0,0,1.6,2.2,2,1,37.2,25.4,0.143,0
budget,Q100249471,Budget (Scotland) Act 2007,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249337,Budget (Scotland) Act 2010,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249680,Budget (Scotland) Act 2003,none,0,0,1.6,0.69,1,0,13,0,0.667,0
budget,Q100249736,Budget (Scotland) Act 2000,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249585,Budget (Scotland) Act 2004,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q1404669,budgetary policy,none,0,0,1.6,2.08,1,1,19.6,20.4,0.333,0
budget,Q20827543,Budget Forklifts 2015,none,0,0,0.8,0,1,0,9.4,0,0.5,0
budget,Q100249566,Budget (Scotland) Act 2005,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249152,Budget (Scotland) Act 2013,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100248863,Budget (Scotland) Act 2017,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249545,Budget (Scotland) Act 2006,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100248830,Budget (Scotland) Act 2018,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249221,Budget (Scotland) Act 2012,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249052,Budget (Scotland) Act 2014,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249395,Budget (Scotland) Act 2009,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249273,Budget (Scotland) Act 2011,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q100249703,Budget (Scotland) Act 2002,none,0,0,0.8,0.69,1,0,13,0,0.667,0
budget,Q16722080,budget carbone,none,0,0,0.8,3.14,1,2,28.8,42.7,0.286,0
budget,Q937312,dépenses militaires,none,0,0,0.8,3.04,1,3,12.1,35.8,0.143,0
budget,Q7883083,budget fédéral des États-Unis,none,0,0,0.8,2.2,0,1,0,25.6,0.333,0
budget,Q5030766,Budget du gouvernement fédéral canadien,none,0,0,0.8,1.1,0,1,0,25.6,1,0
budget,Q1021120,budget participatif,none,0,0,0.8,3.3,1,2,32.4,32.3,0.5,0
budget,Q35865,inflation,none,0,0,0.8,4.96,2,1,22.5,21.5,0.154,0
budget,Q1501325,budget sensible au genre,none,0,0,0.8,2.48,0,0,0,0,0.4,0
budget,Q5440514,Budget de l'État,none,0,0,0.8,1.39,0,1,0,25.6,1,0
budget,Q19946383,Budget Forklifts 2014,none,0,0,0.8,0.69,1,0,9.4,0,0.667,0
budget,Q16980551,Budget fédéral de l'Allemagne,none,0,0,0.8,1.61,0,1,0,17.7,0.667,0
budget,Q191900,budget base zéro,none,0,0,0.8,2.56,1,2,23.5,38.5,0.667,0
budget,Q505110,Budgétisation d'un film,none,0,0,0,2.4,0,0,0,0,1,0
budget,Q606031,budget de NASA,none,0,0,0.8,2.08,1,0,26,0,0.5,0
budget,Q18614974,Budget News,none,0,0,0.8,0,1,0,17.1,0,0.5,0
budget,Q98138115,"Budgetpropositionen för 2007 Förslag till statsbudget för 2007, finansplan, skattefrågor och tilläggsbudget m m",none,0,0,0,0,1,0,29.6,0,1,0
budget,Q98211832,Budgetpropositionen för 1998,none,0,0,0,0,1,0,29.6,0,1,0
budget,Q98121347,Budgetproposition för 2016,none,0,0,0,0,1,0,29.6,0,1,0
budget,Q98120464,Projet de loi de finance suédois 2018,none,0,0,0,0,1,0,29.6,0,1,0
budget,Q98127423,Budgetpropositionen för 2012 del 1,none,0,0,0,0,1,0,29.6,0,1,0
budget,Q98120795,Budgetpropositionen för 2017,none,0,0,0,0,1,0,29.6,0,1,0
budget,Q98129653,Budgetpropositionen för 2009,none,0,0,0,0,1,0,29.6,0,1,0
budget,Q98130105,"Budgetpropositionen för 2008 Förslag till statsbudgeten för 2008, finansplan, skattefrågor och tilläggsbudget m m",none,0,0,0,0,1,0,29.6,0,1,0
budget,Q98138530,Budgetpropositionen för 2005,none,0,0,0,0,1,0,29.6,0,1,0
budget,Q98127948,Budgetpropositionen för 2011,none,0,0,0,0,1,0,29.6,0,1,0
seine,Q1471,Seine,label,1,0,1.6,4.84,2,0,32.9,0,0.4,1
seine,Q1142326,Seine,label,1,0,1.6,3.37,3,0,40.6,0,0.4,0
seine,Q12758,Seine-Maritime,none,0,0,0,4.68,1,0,18.9,0,0.4,0
seine,Q237338,seinen,none,0,0,0,3.83,1,1,15.7,22.2,0.4,0
seine,Q12753,Seine-et-Marne,none,0,0,0,4.62,1,0,18.9,0,1,0
seine,Q12543,Hauts-de-Seine,none,0,0,0.8,4.62,1,0,18.9,0,0.25,0
seine,Q979470,Seine-et-Oise,none,0,0,0,3.18,2,0,30.6,0,1,0
seine,Q12761,Seine-Saint-Denis,none,0,0,0,4.6,1,0,18.9,0,0.222,0
seine,Q254398,Seine-Port,alias,0,1,0.8,3.53,1,0,20.3,0,0.333,0
seine,Q2887515,Seine basin,none,0,0,1.6,1.1,1,0,35.9,0,0.667,0
seine,Q709404,Thomas Wijck,none,0,0,0,2.64,1,0,30.3,0,0.023,0
seine,Q89810,Saint-Seine-l'Abbaye,none,0,0,0,3.78,1,0,20.3,0,0.5,0
seine,Q1083941,10735 Seine,alias,0,1,0.8,2.83,1,0,23.7,0,0.4,0
seine,Q19969035,The Seine River,alias,0,1,1.6,1.1,1,0,20.3,0,0.5,0
seine,Q3477927,Seine in Paris,none,0,0,2.4,1.39,0,0,0,0,0.286,0
seine,Q357273,Seinei,none,0,0,0,3.61,1,0,30.3,0,0.5,0
seine,Q600580,seine fishing,none,0,0,0.8,3.09,1,0,8.8,0,0.5,0
seine,Q25344232,Seine,label,1,0,2.4,0,1,0,35.1,0,1,0
seine,Q65113550,Seine,label,1,0,0.8,0,1,0,26,0,1,0
seine,Q37256629,Seiner,none,0,0,0,0.69,1,0,26,0,1,0
seine,Q36669584,Rüdiger Seine,alias,0,1,0.8,0.69,1,0,30.3,0,0.667,0
seine,Q105991793,Seinerová,none,0,0,0,0,1,0,13.3,0,1,0
seine,Q3413588,Seine-Maritime's 4th constituency,none,0,0,0,1.39,1,0,27.8,0,0.667,0
seine,Q3485701,Seine-Maritime's 6th constituency,none,0,0,0,1.39,1,0,27.8,0,0.333,0
seine,Q3338771,Seine-Maritime's 9th constituency,none,0,0,0,1.39,1,0,27.8,0,0.667,0
seine,Q3402098,Seine-Maritime's 1st constituency,none,0,0,0,1.1,1,0,27.8,0,0.667,0
seine,Q114141169,Seine,label,1,0,0.8,0.69,1,0,16.1,0,0.667,0
seine,Q3479041,Seine-Maritime's 7th constituency,none,0,0,0,1.39,1,0,27.8,0,0.4,0
seine,Q2972969,Seine-Maritime's 5th constituency,none,0,0,0,1.39,1,0,27.8,0,0.333,0
seine,Q23782130,departmental council of Seine-Saint-Denis,none,0,0,0,1.1,1,0,26.7,0,0.5,0
seine,Q3338772,Seine-Saint-Denis' 9th constituency,none,0,0,0,1.1,1,0,27.8,0,0.667,0
seine,Q3485684,Seine-et-Marne's 6th constituency,none,0,0,0,1.1,1,0,27.8,0,0.667,0
seine,Q3540105,Seine-et-Marne's 3rd constituency,none,0,0,0,1.1,1,0,27.8,0,0.667,0
seine,Q3413551,Seine-et-Marne's 4th constituency,none,0,0,0,1.1,1,0,27.8,0,0.667,0
seine,Q2993960,general council of Seine-et-Marne,none,0,0,0,1.1,1,0,23.2,0,0.333,0
seine,Q23782133,departmental council of Seine-Maritime,none,0,0,0,1.39,1,0,26.7,0,0.5,0
seine,Q3142942,Seine-Maritime's 8th constituency,none,0,0,0,1.61,1,0,27.8,0,0.333,0
seine,Q23782077,departmental council of Seine-et-Marne,none,0,0,0,1.61,1,0,26.7,0,0.5,0
seine,Q3025228,Seine-Maritime's 2nd constituency,none,0,0,0,1.39,1,0,27.8,0,0.667,0
seine,Q2994032,general council of Seine-Maritime,none,0,0,0,1.39,1,0,23.2,0,0.4,0
seine,Q3032614,Seine-Maritime's 10th constituency,none,0,0,0,1.39,1,0,27.8,0,0.667,0
seine,Q3485702,Seine-Saint-Denis' 6th constituency,none,0,0,0,1.39,1,0,27.8,0,0.4,0
seine,Q3038243,Seine-Saint-Denis' 12th constituency,none,0,0,0,1.1,1,0,27.8,0,0.25,0
seine,Q3025146,Seine-et-Marne's 2nd constituency,none,0,0,0,1.1,1,0,27.8,0,0.667,0
seine,Q3142931,Seine-et-Marne's 8th constituency,none,0,0,0,1.1,1,0,27.8,0,0.667,0
seine,Q2972950,Seine-et-Marne's 5th constituency,none,0,0,0,1.1,1,0,27.8,0,0.667,0
seine,Q3540147,Seine-Maritime's 3rd constituency,none,0,0,0,1.39,1,0,27.8,0,0.667,0
seine,Q35395,phonétique,none,0,0,0,4.91,4,2,42.5,22,0.5,0
seine,Q3365294,Paris Rive Gauche,none,0,0,1.6,2.08,2,0,33.8,0,0.333,0
seine,Q6157,Seinäjoki,none,0,0,0,4.29,3,0,36.3,0,0.5,0
seine,Q191105,style Empire,none,0,0,0,4.01,2,1,32.6,18.9,0.667,0
seine,Q25302428,Seine,label,1,0,0.8,1.1,1,0,29.4,0,1,0
seine,Q7887273,senneur,none,0,0,0,2.08,1,1,17.6,17.3,0.667,0
seine,Q130912,faux,none,0,0,0,4.6,2,4,29,37.1,1,0
seine,Q1067610,Son Excellence,none,0,0,0,3.53,2,0,40.7,0,0.25,0
seine,Q28495734,Seine Normandie Agglomération,none,0,0,0.8,1.39,1,0,30.3,0,0.5,0
seine,Q171495,matelas,none,0,0,0,4.41,0,3,0,39.1,0.667,0
seine,Q166005,xénophobie,none,0,0,0,4.53,3,1,40.3,25,0.4,0
seine,Q1267102,Son Altesse Sérénissime,none,0,0,0,3.14,2,0,36.1,0,0.2,0
seine,Q820222,SM U-29,none,0,0,0,2.48,1,0,16.6,0,0.5,0
seine,Q24931383,hôpitaux universitaires Paris Seine-Saint-Denis,none,0,0,1.6,0.69,1,0,20.1,0,0.667,0
seine,Q14210057,Seine Bight,none,0,0,0.8,1.1,1,0,21.4,0,1,0
seine,Q28032852,Seine Zoo,none,0,0,0.8,0,1,0,27.3,0,0.667,0
seine,Q19912842,La Seine a rencontré Paris,none,0,0,1.6,1.79,1,0,20.9,0,0.4,0
seine,Q2860472,archives départementales de la Seine-Maritime,none,0,0,0,1.39,1,0,22,0,0.5,0
seine,Q16861372,mort de ses blessures,none,0,0,0,0,1,3,25.3,45.8,0.333,0
seine,Q7446844,Seine,label,1,0,0.8,1.1,1,0,14.7,0,1,0
river,Q4022,river,label,1,0,3.1,5.6,2,3,19.3,35.4,0.5,1
river,Q39816,valley,none,0,0,2.4,4.91,1,4,11.3,47.8,0.25,0
river,Q1233637,river mouth,none,0,0,1.6,4.32,0,1,0,19.6,0.5,0
river,Q166620,drainage basin,none,0,0,4.7,4.62,1,2,27.4,35.4,0.125,0
river,Q7376362,river source,none,0,0,0.8,3.89,1,4,13.9,37.5,0.222,0
river,Q47053,estuary,none,0,0,2.4,4.5,0,6,0,48.1,0.25,0
river,Q15799,Club Atlético River Plate,alias,0,1,0.8,4.34,2,0,27.5,0,0.125,0
river,Q18013,Sacramento,none,0,0,0.8,5.14,4,0,38.8,0,0.154,0
river,Q975,San Antonio,none,0,0,0.8,5.02,3,0,38.4,0,0.182,0
river,Q1137321,onchocerciasis,none,0,0,0.8,4.17,2,4,38.9,44.6,0.25,0
river,Q478251,bar,none,0,0,2.4,1.95,0,1,0,18.2,0.667,0
river,Q1471,Seine,none,0,0,1.6,4.84,2,0,32.9,0,0.4,0
river,Q1653,Danube,none,0,0,0.8,5.26,2,0,31.1,0,0.4,0
river,Q108111,Riverside County,none,0,0,0,4.3,1,0,21.8,0,0.286,0
river,Q285451,drainage system,none,0,0,3.9,3.64,1,1,46.2,25.1,0.5,0
river,Q19686,River Thames,none,0,0,0.8,4.85,1,0,46.6,0,0.5,0
river,Q1469,Loire,none,0,0,0.8,4.67,2,0,32.9,0,0.5,0
river,Q162602,river island,none,0,0,0.8,3.47,0,2,0,29.4,0.5,0
river,Q49243,Riverside,none,0,0,0,4.54,4,0,38.8,0,0.4,0
river,Q626,Volga,none,0,0,0.8,5.21,1,0,46.6,0,0.167,0
river,Q3392,Nile,none,0,0,0.8,5.46,1,0,46.6,0,0.143,0
river,Q579901,Sestao River Club,alias,0,1,0.8,2.89,1,0,12.4,0,0.5,0
river,Q5398938,stream restoration,none,0,0,2.4,2.08,0,1,0,28.2,0.286,0
river,Q503923,Rivers State,none,0,0,0.8,4.11,1,0,15.4,0,0.667,0
river,Q34505,Hippopotamus amphibius,none,0,0,0.8,5,1,0,25.3,0,0.222,0
river,Q973,Ob,none,0,0,0.8,4.73,1,0,46.6,0,0.105,0
river,Q1066188,Charles Sturt University,none,0,0,0,3.18,3,0,41.8,0,0.4,0
river,Q162822,Eucalyptus camaldulensis,none,0,0,0.8,3.61,1,0,25.3,0,0.333,0
river,Q209148,Akimel O'odham,none,0,0,0.8,3.3,1,1,28.8,8.6,0.25,0
river,Q78707,Yenisey,none,0,0,0.8,4.64,1,0,46.6,0,0.154,0
river,Q301019,European river lamprey,none,0,0,0.8,3.66,1,0,25.3,0,0.286,0
river,Q35905,Leucaena leucocephala,none,0,0,0.8,3.95,1,0,25.3,0,0.154,0
river,Q171128,Diego Rivera,none,0,0,0,4.44,1,0,30.3,0,0.182,0
river,Q3783,Amazon,none,0,0,0.8,5.34,1,0,46.6,0,0.25,0
river,Q40059,Jordan River,none,0,0,0.8,4.81,3,0,28.8,0,0.5,0
river,Q2184204,Sacramento River Cats,none,0,0,0.8,2.48,1,0,15.4,0,0.667,0
river,Q1229,Don,none,0,0,0.8,4.68,1,0,46.6,0,0.333,0
river,Q3542,Niger River,none,0,0,0.8,5.01,1,0,46.6,0,0.333,0
river,Q980573,Club Atlético River Plate,none,0,0,0.8,3.53,1,0,12.4,0,0.667,0
river,Q19695,River Wye,none,0,0,0.8,3.87,1,0,46.6,0,0.667,0
river,Q643,Po,none,0,0,0.8,4.68,1,0,46.6,0,0.5,0
river,Q43197,river delta,none,0,0,1.6,4.58,0,2,0,26.8,0.667,0
river,Q5089,Ganges,none,0,0,0.8,5.15,2,0,30.3,0,0.333,0
river,Q3840711,riverfront,none,0,0,2.4,1.1,1,2,12.8,34.3,0.667,0
river,Q2975356,Riverside,none,0,0,0,2.64,1,0,27.3,0,0.667,0
river,Q16609,Rivera Department,none,0,0,0,3.93,1,0,14.1,0,1,0
river,Q7348,Indus River,none,0,0,0.8,5.02,1,0,46.6,0,0.167,0
river,Q128102,Irtysh,none,0,0,0.8,4.57,2,0,31.1,0,0.1,0
river,Q35827,Río de la Plata,none,0,0,1.6,4.47,3,0,37.3,0,0.333,0
river,Q124714,source,none,0,0,1.6,4.83,0,4,0,37.8,0.222,0
river,Q355304,cours d'eau,none,0,0,0.8,3.93,1,2,11.3,30.5,0.25,0
river,Q2784912,River,label,1,0,0.8,2.56,2,0,36.2,0,0.667,0
river,Q47521,cours d'eau,none,0,0,0,3.91,0,1,0,24.9,0.25,0
river,Q24731165,Rivera,none,0,0,0,1.61,1,0,26,0,1,0
river,Q646498,Rivera,none,0,0,0,4.03,2,0,22.9,0,1,0
river,Q570256,Riverhounds de Pittsburgh,none,0,0,0,2.56,2,0,16.5,0,0.333,0
river,Q781184,Spurs d'Austin,none,0,0,0,3.14,1,0,18.6,0,0.25,0
river,Q183078,Murray,none,0,0,0.8,4.48,1,0,46.6,0,0.333,0
river,Q7338273,Rivero,none,0,0,0,1.39,1,0,26,0,1,0
river,Q503262,Tweed,none,0,0,1.6,3.99,1,0,46.6,0,0.4,0
river,Q17983890,Rivers,none,0,0,0.8,1.39,1,0,26,0,1,0
river,Q102958,Rivergaro,none,0,0,0,3.89,1,0,21.9,0,1,0
river,Q3187565,Juan Arturo Rivero,none,0,0,0,2.08,1,0,30.3,0,0.286,0
river,Q1047875,River Gee,none,0,0,0.8,3.47,1,0,13.6,0,0.4,0
river,Q1770518,Riverhead,none,0,0,0,3.22,2,0,32.4,0,0.5,0
river,Q106514,River Phoenix,none,0,0,0.8,4.11,1,0,30.3,0,0.5,0
river,Q1569304,River Falls,none,0,0,0.8,3.47,1,0,19.7,0,0.4,0
river,Q3458836,River Atlético Clube,none,0,0,0.8,2.77,1,0,12.4,0,0.333,0
river,Q3569613,Riverdale,none,0,0,0,2.56,1,0,29.4,0,0.333,0
river,Q2299339,River Forest,none,0,0,0.8,3.5,1,0,13,0,0.5,0
river,Q3433516,Rivers Cadet,none,0,0,0.8,1.61,1,0,30.3,0,0.5,0
river,Q276354,stade Monumental Antonio Vespucio Liberti,none,0,0,0.8,3.81,3,0,32.1,0,0.182,0
river,Q3197586,Kitigan Zibi,none,0,0,0.8,2.3,1,0,14.9,0,0.143,0
river,Q603240,Riverton,none,0,0,0,3.83,1,0,25,0,0.5,0
river,Q343069,Rivers Cuomo,none,0,0,0.8,3.47,1,0,30.3,0,1,0
river,Q2589766,Riverside Drive,none,0,0,0,2.3,1,0,22.8,0,1,0
ni,Q26,Northern Ireland,none,0,0,0,5.41,4,0,45.3,0,0.2,0
ni,Q744,nickel,alias,0,1,0.8,5.07,3,2,37.5,40.3,0.25,1
ni,Q811,Nicaragua,alias,0,1,0.8,5.61,2,0,34,0,0.143,0
ni,Q104416361,Wikimedia–NIOSH collaboration,none,0,0,0,1.1,1,0,20.8,0,0.4,0
ni,Q26822184,NIOSHTIC-2,none,0,0,0,0,1,0,26.1,0,0.667,0
ni,Q7604693,statutory rules of Northern Ireland,none,0,0,0,0.69,1,1,10.9,16.6,0.5,0
ni,Q44269,Saint Nicholas,none,0,0,0,4.63,1,0,30.3,0,0.095,0
ni,Q390551,National Institutes of Health,none,0,0,0,3.76,2,0,27.3,0,0.222,0
ni,Q4925786,Low German Wikipedia,none,0,0,0.8,3.26,1,0,28.1,0,0.167,0
ni,Q14753732,Nicole,none,0,0,0,2.77,1,0,18.5,0,0.5,0
ni,Q1508902,Nina,none,0,0,0,3.04,1,0,18.5,0,0.5,0
ni,Q134172,Solanaceae,none,0,0,0,4.58,1,0,25.3,0,0.333,0
ni,Q52922,Carl Bildt,none,0,0,0.8,4.09,1,0,30.3,0,0.667,0
ni,Q58379130,Nintendo Game Store,none,0,0,0,0,2,0,32.4,0,1,0
ni,Q172742,Nintendo Entertainment System,none,0,0,0.8,4.26,1,1,19.9,12,0.143,0
ni,Q2246,Nizhny Novgorod Oblast,none,0,0,0,4.79,2,0,35.5,0,0.333,0
ni,Q1440626,Non-Inscrits,none,0,0,0,3.04,2,0,30.5,0,0.2,0
ni,Q21567858,Nils Berndtson,none,0,0,0,0.69,1,0,30.3,0,1,0
ni,Q951924,Nicola,none,0,0,0,2.2,1,0,23.9,0,0.5,0
ni,Q375355,harshad number,none,0,0,0,3.43,1,1,12.7,19.4,0.4,0
ni,Q963944,melioidosis,none,0,0,0,3.3,2,5,38.9,44.6,0.154,0
ni,Q14890060,NAD binding,none,0,0,0,0,1,1,32.6,25.8,0.5,0
ni,Q10050,Nieuwegein,none,0,0,0,3.87,3,0,39.3,0,0.667,0
ni,Q16511256,Nielsen,none,0,0,0,2.3,3,0,34.2,0,1,0
ni,Q12657,Nièvre,none,0,0,0.8,4.55,1,0,18.9,0,0.667,0
ni,Q1683337,nishiki-e,none,0,0,0,3,3,1,34.5,34.6,0.5,0
ni,Q2001572,Niels,none,0,0,0,2.4,1,0,20.5,0,0.5,0
ni,Q5287,japonais,none,0,0,0,5.68,2,1,33.5,21.6,0.222,0
ni,Q1033,Nigeria,none,0,0,0,5.83,3,0,39.7,0,0.2,0
ni,Q837,Népal,none,0,0,0,5.77,7,0,47.1,0,0.045,0
ni,Q3025883,diabète de type 2,none,0,0,0,4.06,1,2,32.3,31.7,0.125,0
ni,Q1032,Niger,none,0,0,0,5.69,4,0,46.1,0,0.167,0
ni,Q60346,Institut national pour la sécurité et la santé au travail,none,0,0,0,3.18,1,0,16.7,0,0.222,0
ni,Q1197,Basse-Saxe,none,0,0,0,5.12,1,0,26.4,0,0.286,0
ni,Q33959,Nice,none,0,0,0.8,5.15,2,0,28.2,0,0.182,0
ni,Q722651,Trichoplusia ni,alias,0,1,0.8,2.89,1,0,25.3,0,0.5,0
ni,Q192423,nicotinamide,none,0,0,0,3.64,1,3,22.1,25.6,0.026,0
ni,Q47887,Nimègue,none,0,0,0,4.69,1,0,21.4,0,0.25,0
ni,Q627,azote,none,0,0,0,5.31,2,2,32.5,35.4,0.222,0
ni,Q39111,nifédipine,none,0,0,0,3.56,1,2,22.1,30.6,0.118,0
ni,Q42497,Basse-Autriche,none,0,0,0,4.75,2,0,32.4,0,0.4,0
ni,Q125465,niveau de la mer,none,0,0,0,4.64,1,2,23.1,30.4,0.5,0
ni,Q3070866,Nintendo eShop,none,0,0,0,3.26,2,0,22.7,0,0.5,0
ni,Q891,Nijni Novgorod,none,0,0,0,4.98,9,0,46.3,0,0.222,0
ni,Q737,rhénium,none,0,0,0,4.96,1,0,31.3,0,0.2,0
ni,Q57448,Ningxia,none,0,0,0,4.79,1,0,20.5,0,0.133,0
ni,Q25804,Trondheim,none,0,0,0.8,4.82,4,0,40.9,0,0.182,0
ni,Q1046,niobium,none,0,0,0,5,2,2,34.1,26.9,0.154,0
ni,Q42807,Nîmes,none,0,0,0,4.77,2,0,28.2,0,0.25,0
ni,Q7029481,Nicolas,none,0,0,0,2.48,1,0,20.5,0,0.5,0
ni,Q181095,tabac commun,none,0,0,0.8,4.23,1,2,25.3,33.4,0.222,0
ni,Q132705,préfecture de Niigata,none,0,0,0,4.56,1,0,19.8,0,0.5,0
ni,Q154958,Nickelodeon,none,0,0,0,4.53,1,0,18.5,0,0.333,0
ni,Q5486169,Nikolaï,none,0,0,0,1.95,1,0,20.5,0,1,0
ni,Q8079,Wii,none,0,0,0,4.43,1,2,6,27.8,0.5,0
ni,Q170323,Nintendo DS,none,0,0,0.8,4.19,1,2,19.9,28.3,0.074,0
ni,Q3856,Nicosie,none,0,0,0,5.31,3,0,26.9,0,0.133,0
ni,Q1326230,université Nihon,none,0,0,0,3.18,1,0,21.6,0,0.333,0
ni,Q42771,Nicholas,none,0,0,0,2.3,1,0,20.5,0,0.5,0
ni,Q172861,niche écologique,none,0,0,0,4.19,1,1,12.6,30.3,0.286,0
ni,Q12480,Direction générale Statistique,none,0,0,0.8,2.56,2,0,38.9,0,0.167,0
ni,Q9103,sein,none,0,0,0,5.12,3,4,40.7,38.8,0.222,0
ni,Q16423038,Nils,none,0,0,0,2.56,1,0,20.5,0,1,0
