keyword,qid,label,exact_label,ctx_lab,sl_lab,p31_lab,p279_lab,exact_alias,ctx_ali,sl_ali,p31_ali,p279_ali,total_pure_score,__sitelinks,p31_cnt,has_p279
3D numerical simulations,Q85197864,3D numerical simulations of THz generation by two-color laser filaments,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q68507645,3D numerical simulations of optical turbulence at the Roque de Los Muchachos Observatory using the atmospherical model Meso-Nh,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q113325939,3D numerical simulations of single-event transient effects in SOI FinFETs,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q68997496,3D numerical simulations of photodissociated and photoionized disks,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q68268539,3D numerical simulations of a radiative Herbig-Haro jet in a supersonic side wind,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q57730684,3D numerical simulations of a LOVA reproduction inside the new facility STARDUST-UPGRADE,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q129645622,3D numerical simulations of granular materials using DEM models considering rolling phenomena,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q127871587,3D numerical simulations of the acoustic radiations excited by an arcuate source in a cased wellbore,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q87399847,"3D numerical simulations of negative hydrogen ion extraction using realistic plasma parameters, geometry of the extraction aperture and full 3D magnetic field map",0,4.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q114934186,3D Numerical Simulations of Green Water Impact on Forward-Speed Wigley Hull Using Open Source Codes,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q60715445,3D Numerical Simulations of f-Mode Propagation Through Magnetic Flux Tubes,0,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q66682549,"3D numerical simulations of the 110 GHz, 220 GHz coaxial cavity double-beam gyrotron",0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q107419444,3D Numerical Simulations for Response and Performance Prediction of Railway Composite Track Slabs under Derailments,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q46276940,3D numerical simulation of a Coulter counter array with analysis of electrokinetic forces,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q51550796,3D numerical simulation of a lab-on-a-chip--increasing measurement sensitivity of interdigitated capacitors by passivation optimization,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q60955616,3D Numerical Simulation of a Z Gate Layout MOSFET for Radiation Tolerance,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q64108570,3D Numerical Simulation of Reactive Extrusion Processes for Preparing PP/TiO₂ Nanocomposites in a Corotating Twin Screw Extruder,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q84987122,3D numerical simulation of coronary blood flow and its effect on endothelial cell activation,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q129228631,3D Numerical Simulation of Seamless Pipe Piercing Process by Fluid-Structure Interaction Method,0,1.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q126807294,3D numerical simulation of the enhanced oil recovery process using nanoscale colloidal solution flooding,0,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q67132231,3D numerical simulation on the mechanism of precursory seismicity pattern before strong earthquake in China,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q128152704,3D NUMERICAL SIMULATION OF UNSTEADY WAVE GENERATION IN OPEN CHANNEL FLOWS OVER A SERIES OF CAVITIES,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q118304665,3D numerical simulation of dynamic ruptures on complex fault systems by BIEM with unstructured meshes,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q98759238,3D NUMERICAL SIMULATION OF ELASTOPLASTIC DAMAGE AND MICROFRACTURING PROCESS OF MARBLE SAMPLES,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q130192947,3D numerical simulation of laminar water hammer considering pipe wall viscoelasticity and the arbitrary Lagrangian-Eulerian method,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q127300834,3D numerical simulation of heterogeneous in situ stress field in low-permeability reservoirs,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q129323668,3D Numerical Simulation of Water Surface Variations and Velocity Fields around Permeable Submerged Breakwaters under Irregular Waves,0,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q98786544,3D NUMERICAL SIMULATION OF EFFECT OF UNDERGROUND URBAN STREET-PASSAGE TUNNEL CONSTRUCTION ON ADJACENT PIPELINE,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q130545957,3D numerical simulation for thermal protection of phase change material-integrated firefighters' turnout gear,0,2.4,0.0,2.0,0,0,0.0,0.0,2.0,0,0.0,0,2.0,0
3D numerical simulations,Q128524644,3D Numerical simulation of Rayleigh–Taylor instability using MAH-3 code,0,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q129673269,3D numerical simulation of drilling residual stresses,0,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q58761541,3D numerical simulation of turbulence and sediment transport within a tidal inlet,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q117353963,"3D Numerical Simulation-Based Targeting of Skarn Type Mineralization within the Xuancheng-Magushan Orefield, Middle-Lower Yangtze Metallogenic Belt, China",0,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q112881450,3D numerical simulation and experimental investigation of pure tin solidification under natural and forced convection,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q98757670,3D NUMERICAL SIMULATION OF IMPACT OF KEY FAULT AND FAULT ENHANCEMENT ON FOUNDATION ROCK MASS OF GUANGZHAO HIGH GRAVITY DAM,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q99465099,3D Numerical Simulation and Performance Predication of Vertical Axial Flow Pumping Station by RNG Turbulent Model,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q118435519,3D numerical simulation of seagrass movement under waves and currents with GPUSPH,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q126625998,3D NUMERICAL SIMULATION OF ALTERNATE BAR FORMATION AND RIVER CHANNEL PROCESS WITH BANK EROSION,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q125306422,"3D numerical simulation of the linear induction motor, considering magnetic saturation",0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q98737201,3D NUMERICAL SIMULATION ON THE INFORMATION-ORIENTED CONSTRUCTION FOR THE DEEP UNDERGROUND HOUSES,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q99466288,3D Numerical Simulation of Turbulent Flow in Postpositional Bulb Tubular Pump,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q98736937,3D NUMERICAL SIMULATION ON EFFECT OF TUNNEL CONSTRUCTION ON ADJACENT PIPELINE,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q127639082,3D numerical simulation of wave transmission for low-crested and submerged breakwaters,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q130034222,3D Numerical Simulation of Ice Accretion on a Rotating Surface,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q129321683,3D numerical simulation of elastic waves with a frequency-domain iterative solver,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q127013009,3D Numerical Simulation of Rock Cutting of an Innovative Non-Planar Face PDC Cutter and Experimental Verification,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q107065102,3D Numerical Simulation of Kink-driven Rayleigh–Taylor Instability Leading to Fast Magnetic Reconnection,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q129467692,3D Numerical Simulation of Binding Efficiency of Immunoassay for a Biosensor with Involving a Cylinder,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q98757639,3D NUMERICAL SIMULATION OF FAILURE PROCESS OF ROCK,0,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q98738793,3D NUMERICAL SIMULATION OF THE HIGH CUT SLOPE OF TIANWAN NUCLEAR POWER PLANT,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q99467084,3D Numerical Simulation of Cooling-water Cavitation Flow of Cylinder Liner for Diesel Engine,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
3D numerical simulations,Q106331601,3D NUMERICAL SIMULATION OF LAKE-LANDBREEZE,0,1.8,0.0,2.0,0,0,0.0,0.0,2.0,0,0.0,0,2.0,0
3D numerical simulations,Q136229277,3D numerical simulation of magnetization loss in multifilamentary MgB2 wires at 20 K,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q2334061,design of experiments,1,1.8,3.43,2.0,1,0,0.0,3.43,2.0,1,37.1,30,2.0,1
Design of experiments,Q18465858,Design of experiments,1,1.8,0.69,0.0,0,0,0.0,0.69,0.0,0,25.91,1,0.0,0
Design of experiments,Q123751201,Design of Experiments for Reliability Achievement,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q80362820,Design of experiments: an efficient strategy to identify factors influencing extraction and derivatization of Arabidopsis thaliana samples in metabolomic studies with gas chromatography/mass spectrometry,0,6.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q37484141,Design of experiments with multiple independent variables: a resource management perspective on complete and reduced factorial designs,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q42708749,Design of experiments approach to engineer cell-secreted matrices for directing osteogenic differentiation,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q46282287,Design of experiments applications in bioprocessing: concepts and approach.,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q57010488,Design of experiments for capillary electrophoretic enantioresolution of salbutamol using dermatan sulfate,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q57594440,Design of experiments as a tool for LC–MS/MS method development for the trace analysis of the potentially genotoxic 4-dimethylaminopyridine impurity in glucocorticoids,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q38976314,Design of experiments (DoE) in pharmaceutical development,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q42974457,Design of experiments and detailed uncertainty analysis to develop and validate a solid-phase microextraction/gas chromatography-mass spectrometry method for the simultaneous analysis of 16 pesticides in water.,0,6.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q52428738,Design of experiments for the precise estimation of dose-response parameters: the Hill equation,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q71595481,Design of experiments to estimate heritability by regression of offspring on selected parents,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q45283017,Design of experiments using the microcytotoxicity assay,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q39322669,Design of experiments for microencapsulation applications: A review.,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q58758829,"Design of experiments for fitting regression models on the tubular SOFC CHP100kWe: Screening test, response surface analysis and optimization",0,4.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q87015183,Design of experiments reveals critical parameters for pilot‐scale freeze‐and‐thaw processing of L‐lactic dehydrogenase,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q42121711,Design of experiments-based monitoring of critical quality attributes for the spray-drying process of insulin by NIR spectroscopy,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q52850197,Design of experiments to estimate heritability when observations are available on parents and offspring,0,4.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q90954907,Design of experiments for the optimization of electrospray ionization in the LC-MS/MS analysis of ciguatoxins,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q45092890,Design of experiments utilization to map the processing capabilities of a micro-spray dryer: particle design and throughput optimization in support of drug discovery,0,5.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q46881668,Design of Experiments to Optimize an In Vitro Cast to Predict Human Nasal Drug Deposition,0,4.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q47326710,Design of experiments confirms optimization of lithium administration parameters for enhanced fracture healing,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q57948308,Design of Experiments Methodology to Build a Multifactorial Statistical Model Describing the Metabolic Interactions of Alcohol Dehydrogenase Isozymes in the Ethanol Biosynthetic Pathway of the Yeast Saccharomyces cerevisiae,0,6.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q97094142,Design of experiments-based high-throughput strategy for development and optimization of efficient cell disruption protocols,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q43471409,Design of experiments and multivariate analysis for evaluation of reversed-phase high-performance liquid chromatography with charged aerosol detection of sucrose caprate regioisomers.,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q43316439,Design of experiments to assess pre-treatment and co-digestion strategies that optimize biogas production from macroalgae Gracilaria vermiculophylla,0,4.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q89919200,Design of experiments for amino acid extraction from tobacco leaves and their subsequent determination by capillary zone electrophoresis,0,4.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q43179128,"Design of experiments, a powerful tool for method development in forensic toxicology: application to the optimization of urinary morphine 3-glucuronide acid hydrolysis.",0,5.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q44935957,Design of experiments in environmental chemistry studies: example of the extraction of triazines from soil after olive cake amendment.,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q57468111,Design of Experiments Applications in Bioprocessing: Chromatography Process Development using Split DOE,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q93371671,Design of Experiments in metabolomics-related studies: An overview,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q53213262,Design of experiments for enantiomeric separation in supercritical fluid chromatography,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q57636563,Design of Experiments to Evaluate the Detergency of Surfactants on Fatty Soils in a Continuous-Flow Device,0,5.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q92610521,Design of experiments as a valuable tool for biopharmaceutical analysis with (imaged) capillary isoelectric focusing,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q61771425,DESIGN OF EXPERIMENTS IN NEURO-FUZZY SYSTEMS,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q61771512,Design of experiments in neuro-fuzzy systems,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q36109032,Design of Experiments to Study the Impact of Process Parameters on Droplet Size and Development of Non-Invasive Imaging Techniques in Tablet Coating,0,5.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q90770487,Design of Experiments (DoE) Approach to Optimize the Sustained Release Microparticles of Gefitinib,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q59416897,Design of experiments for thermodynamic model discrimination applied to phase equilibria at high pressures,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q91003222,Design of Experiments As a Tool for Optimization in Recombinant Protein Biotechnology: From Constructs to Crystals,0,5.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q72617039,Design of experiments to maximize power relative to cost,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q94148215,Design of Experiments,1,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,27.36,0,1.0,0
Design of experiments,Q48531379,Design of experiments on 135 cloned poplar trees to map environmental influence in greenhouse,0,3.6,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q69457607,Design of experiments for mean quantal content estimation by e.p.p. failure,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q58160256,Design of Experiments in Simulation,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q129754297,"Design of experiments and response surface methodology to tune machine learning hyperparameters, with a random forest case-study",0,5.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q129478637,Design of experiments for optimising acceptance calibration criteria for pressure and temperature transmitters of gas flowmeters,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q117219177,Design of experiments to compare the reprocessing effect with Fused Deposition Modeling printing parameters on mechanical properties of Polylactic Acid specimens towards circular economy,0,6.5,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q42147545,Design of experiments for identification of complex biochemical systems with applications to mitochondrial bioenergetics,0,4.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q58240842,Design of Experiments applied to numerical simulations: the study case of a PCM-air heat exchanger for temperature maintenance in rooms,0,7.1,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q51769397,Design of Experiment in CHO and HEK transient transfection condition optimization,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q30606490,Design of experiment and data analysis by JMP (SAS institute) in analytical method validation,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q37011124,Design-of-experiment optimization of exhaled breath condensate analysis using a miniature differential mobility spectrometer (DMS),0,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q52626211,Design-of-experiment strategy for the formulation of laccase biocatalysts and their application to degrade bisphenol A.,0,4.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q46420176,Design-of-experiment approach for HPLC analysis of 25-hydroxyvitamin D: a comparative assay with ELISA.,0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q57623399,"Design of experiment approach applied to reducing and oxidizing tolerance of anode supported solid oxide fuel cell. Part II: Electrical, electrochemical and microstructural characterization of tape-cast cells",0,2.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q44194013,Design of experiment approach for the optimization of polybrominated diphenyl ethers determination in fine airborne particulate matter by microwave-assisted extraction and gas chromatography coupled to tandem mass spectrometry,0,5.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q43444110,Design of experiment approach for the process optimisation of microwave assisted extraction of lupeol from Ficus racemosa leaves using response surface methodology,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q40408211,Design of experimental synthetic peptide immunogens for prevention of HIV-1 and HTLV-I retroviral infections.,0,3.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q43354015,Design of experiment (DOE) based screening of factors affecting municipal solid waste (MSW) composting.,0,1.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q37401680,Design of Experiment (DOE) Utilization to Develop a Simple and Robust Reversed-Phase HPLC Technique for Related Substances’ Estimation of Omeprazole Formulations,0,4.2,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Design of experiments,Q60420509,Design of Experiment (DoE) as a Tool for the Optimization of Source Conditions in SEC-ESI-MS of Functional Synthetic Polymers Synthesized via ATRP,0,4.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q137056,corrosion,1,4.5,4.41,1.0,1,0,0.0,4.41,1.0,1,44.16,81,1.0,1
Corrosion,Q15750032,Corrosion Science,0,1.1,0.69,1.0,0,0,0.0,0.69,1.0,0,0.0,1,1.0,0
Corrosion,Q15756434,Corrosion,1,1.1,0.0,1.0,0,0,0.0,0.0,1.0,0,25.41,0,1.0,0
Corrosion,Q111366900,corrosion inhibition,0,4.5,0.69,1.0,1,0,0.0,0.69,1.0,1,0.0,1,1.0,1
Corrosion,Q51843949,GHS05: corrosion,0,5.7,0.0,1.0,0,1,1.1,0.0,1.0,0,18.77,0,1.0,0
Corrosion,Q15758453,Corrosion Engineering Science and Technology,0,2.3,0.69,1.0,0,0,0.0,0.69,1.0,0,0.0,1,1.0,0
Corrosion,Q1135391,Corrosion of Conformity,0,2.3,3.04,1.0,0,0,0.0,3.04,1.0,0,0.0,20,1.0,0
Corrosion,Q5173028,Corrosion,1,2.3,1.1,1.0,0,0,0.0,1.1,1.0,0,29.7,2,1.0,0
Corrosion,Q56737144,Corrosion,1,1.1,0.0,1.0,0,0,0.0,0.0,1.0,0,25.41,0,1.0,0
Corrosion,Q2468815,corrosion inhibitor,0,4.5,3.09,1.0,1,0,0.0,3.09,1.0,1,0.0,21,1.0,1
Corrosion,Q1550776,Korroziya Metalla,0,1.1,2.2,1.0,0,0,2.3,2.2,1.0,0,0.0,8,1.0,0
Corrosion,Q55830125,corrosion resistance,0,5.7,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q60332,Corrosion of Conformity,0,3.4,1.1,1.0,0,0,0.0,1.1,1.0,0,0.0,2,1.0,0
Corrosion,Q5173034,corrosion fatigue,0,3.4,2.3,1.0,1,0,0.0,2.3,1.0,1,0.0,9,1.0,1
Corrosion,Q13405532,anti-corrosion treatment,0,8.0,1.95,0.0,1,0,1.1,1.95,0.0,1,0.0,6,0.0,1
Corrosion,Q3511129,corrosion engineering,0,1.1,1.95,1.0,0,0,0.0,1.95,1.0,0,0.0,6,1.0,0
Corrosion,Q1469751,Corrosion protection medium,0,3.4,0.0,1.0,1,0,0.0,0.0,1.0,1,0.0,0,1.0,1
Corrosion,Q113131132,corrosion engineer,0,1.1,0.0,2.0,1,0,0.0,0.0,2.0,1,0.0,0,2.0,1
Corrosion,Q101149215,Corrosion of Conformity's albums in chronological order,0,3.4,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q65929600,corrosion test,0,3.4,0.69,1.0,1,0,0.0,0.69,1.0,1,0.0,1,1.0,1
Corrosion,Q101149183,Corrosion of Conformity discography,0,2.3,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q79010144,Corrosion news,0,1.1,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q80450284,Corrosion news,0,1.1,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q63368467,Corrosion Prediction in Residual CO2 Streams: Shifting the Paradigm,0,3.4,0.0,2.0,0,0,0.0,0.0,2.0,0,0.0,0,2.0,0
Corrosion,Q96703285,Corrosion and Materials Degradation,0,2.3,0.0,3.0,0,0,0.0,0.0,3.0,0,0.0,0,3.0,0
Corrosion,Q26377383,Corrosion of Commercial Alloys in a Chlorine-sulfur Atmosphere At High Temperatures,0,5.7,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q4234269,corrosion resistance,0,1.1,1.39,1.0,0,0,0.0,1.39,1.0,0,0.0,3,1.0,0
Corrosion,Q5173027,Corrosion Monitoring,0,1.1,1.1,0.0,0,0,0.0,1.1,0.0,0,0.0,2,0.0,0
Corrosion,Q26359712,Corrosion studies in brines of the Salton Sea geothermal field,0,4.5,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q56613802,Corrosion processes and mechanisms in the presence of MonoEthylene Glycol (MEG),0,6.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q26369592,Corrosion in geothermal brines of the Salton Sea known geothermal resource area,0,4.5,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q68749726,Corrosion and Environmental Degradation II,0,2.3,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q58460224,Corrosion and erosion-corrosion processes of metal matrix composites in slurry conditions for oilsands application,0,6.8,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q15817576,Corrosion and Materials,0,2.3,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
Corrosion,Q97612918,Corrosion fatigue of structural steel in seawater,0,5.7,0.0,1.0,0,0,0.0,0.0,1.0,0,0.0,0,1.0,0
